student,assignment,first,totalPages,home.html,stu_demographics.htm,intranet/home.html,intranet/stu_discipli.html,intranet/stu_attendan.html,intranet/stu_grades__.html,intranet/sta_teacher_.html,intranet/sta_staff_as.html,intranet/sta_supervis.html,intranet/sta_leadersh.html,intranet/pol_personne.html,intranet/pol_instruct.html,intranet/fin_budget.html,stu_demographics_clip.htm,stu_performance.htm,stu_leadership.htm,stu_schedule.htm,cur_sequence.htm,abo_mission.htm,abo_school.htm,abo_facilities.htm,score,pro_learncommunity.html,pro_learncommunity_talk.html,pro_resources.html,pro_content.html,pro_leadership.html,pro_leadership_talk.html,pro_process.html,pro_data.html,pro_evaluation.html,pro_research.html,pro_design.html,pro_learning.html,tec_schoolwide.html,tec_schoolwide_labs.html,tec_classroom.html,tec_classroom_setup.html,tec_support.html,tec_plan.html,tec_survey.html,sta_leadership.htm,sta_leadership_talk.htm,sta_demographics.htm,sta_schedule.htm,abo_facilities_map.htm,sta_demographics_talk.htm,sta_mentoring.htm,sta_meetings.htm,sta_meetings_artifact.htm,sta_meetings_talk.htm,sta_contract.htm,sta_contract_talk.htm,cur_standards.htm,cur_computer.htm,cur_classroom.html,cur_classroom_clip.html,cur_classroom_talk.html,cur_classroom_talk2.html,cur_classroom_teacher.html,tec_community.html,tec_policies.html,tec_policies_clip.html,tec_committee.html,tec_committee_talk.html,sch_family.html,sch_family_artifact.html,sch_business.html,sch_business_artifact.html,sch_higher.html,sch_community.html,pro_content_area.html,pro_collaboration.html,stu_leadership_artifact.htm
3837,595,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837,610,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838,580,1,230,0.030434783,0.243478261,0.182608696,0.12173913,0.091304348,0.12173913,0.182608696,0.091304348,0.152173913,0.060869565,0.030434783,0.060869565,0.060869565,0.060869565,0.182608696,0.152173913,0.213043478,0.182608696,0.091304348,0.060869565,0.030434783,7,0.030434783,0,0.060869565,0.273913043,0.091304348,0.030434783,0.091304348,0,0,0,0,0,0.152173913,0.060869565,0.12173913,0.030434783,0.091304348,0.030434783,0.030434783,0.182608696,0.030434783,0.426086957,0.213043478,0.030434783,0.12173913,0.12173913,0.365217391,0.091304348,0.091304348,0.182608696,0.060869565,0.304347826,0.12173913,0.395652174,0.12173913,0.030434783,0.030434783,0.060869565,0.060869565,0.060869565,0,0.060869565,0,0.060869565,0.030434783,0.030434783,0,0.030434783,0.091304348,0.091304348,0,0
3838,582,0,136,0.051470588,0.102941176,0.257352941,0.102941176,0.102941176,0.154411765,0.205882353,0.102941176,0.154411765,0.102941176,0.051470588,0.051470588,0.051470588,0.051470588,0.102941176,0.102941176,0.205882353,0.154411765,0.205882353,0.205882353,0.257352941,7,0.102941176,0.051470588,0.051470588,0.411764706,0.154411765,0.102941176,0.205882353,0,0,0,0,0,0.102941176,0,0.051470588,0,0.154411765,0.051470588,0.102941176,0.051470588,0.051470588,0.154411765,0.257352941,0.154411765,0.051470588,0.051470588,0.257352941,0.051470588,0.051470588,0.154411765,0.051470588,0.102941176,0.051470588,0.257352941,0.051470588,0.051470588,0.051470588,0,0.051470588,0.102941176,0.102941176,0.102941176,0.102941176,0.051470588,0,0.102941176,0.051470588,0.051470588,0.051470588,0,0,0
3839,592,1,20,0.1,0.1,0.1,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0.1,0.1,0.1,0,0.2,0.1,0.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0,0.1,0,0,0,0
3839,612,0,41,0.097560976,0.097560976,0.487804878,0,0,0.195121951,0.195121951,0.097560976,0.195121951,0,0,0,0.097560976,0,0.097560976,0,0,0,0.292682927,0.195121951,0.097560976,4,0.195121951,0.097560976,0,0.195121951,0.097560976,0,0,0,0,0,0,0,0,0,0.097560976,0,0,0,0,0,0,0.097560976,0.097560976,0,0.097560976,0,0,0,0,0,0,0,0,0.195121951,0.097560976,0.097560976,0,0,0,0,0,0,0,0.292682927,0.097560976,0,0,0.097560976,0,0,0,0
3840,595,1,92,0.010869565,0.010869565,0.043478261,0.010869565,0.010869565,0.032608696,0.010869565,0.02173913,0.010869565,0.010869565,0.02173913,0.02173913,0.010869565,0,0.02173913,0.010869565,0.032608696,0.010869565,0.010869565,0.02173913,0,1,0.032608696,0.010869565,0.032608696,0.043478261,0.065217391,0.02173913,0.010869565,0,0,0,0,0,0,0,0,0,0,0,0,0.02173913,0.010869565,0.010869565,0.010869565,0,0,0.010869565,0.032608696,0.010869565,0.010869565,0.010869565,0.010869565,0.010869565,0.010869565,0.065217391,0.010869565,0.010869565,0.010869565,0.02173913,0,0,0,0,0,0.076086957,0.010869565,0.02173913,0.010869565,0.010869565,0.02173913,0.010869565,0,0
3840,610,0,125,0.032,0.064,0.128,0.032,0.032,0.064,0.064,0.064,0.064,0.032,0.064,0.064,0.064,0.032,0.064,0.032,0.032,0.064,0.16,0.128,0.096,4,0.096,0.032,0.064,0.096,0.16,0.096,0,0,0,0,0,0,0.032,0.032,0.032,0,0.032,0.064,0.032,0.128,0.096,0.096,0.096,0.032,0.064,0.096,0.128,0.032,0.064,0.032,0.032,0.064,0.064,0.16,0.032,0.032,0.032,0.032,0.032,0.064,0.032,0.064,0.032,0.064,0.032,0.064,0.032,0.032,0.096,0,0,0
3841,580,1,245,0.016326531,0.065306122,0.130612245,0.032653061,0.024489796,0.032653061,0.016326531,0.048979592,0.024489796,0.024489796,0.008163265,0.024489796,0.016326531,0.008163265,0.073469388,0.065306122,0.089795918,0.032653061,0.048979592,0.057142857,0.048979592,2,0,0,0.008163265,0.130612245,0.024489796,0,0,0,0,0,0,0,0.016326531,0.008163265,0.016326531,0.008163265,0.008163265,0.008163265,0,0.081632653,0.008163265,0.081632653,0.073469388,0.024489796,0.016326531,0.032653061,0.065306122,0.016326531,0.016326531,0.065306122,0.016326531,0.024489796,0.016326531,0.065306122,0.016326531,0.016326531,0.008163265,0.024489796,0.008163265,0.016326531,0,0.008163265,0.008163265,0.016326531,0.008163265,0.032653061,0.008163265,0.008163265,0.073469388,0.024489796,0,0
3841,582,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3843,595,1,45,0.177777778,0.133333333,0.133333333,0.044444444,0.044444444,0.044444444,0.044444444,0.044444444,0.088888889,0,0.044444444,0,0,0.044444444,0.088888889,0.044444444,0.044444444,0.044444444,0.088888889,0.222222222,0.088888889,2,0,0,0,0,0,0,0,0,0,0,0,0,0.044444444,0,0,0,0,0,0,0,0,0,0.044444444,0.044444444,0,0,0,0,0,0.044444444,0,0.044444444,0,0.044444444,0,0.044444444,0,0,0,0,0,0,0,0.044444444,0,0.044444444,0,0.044444444,0.088888889,0,0,0
3843,610,0,93,0.032258065,0.053763441,0.032258065,0.010752688,0.010752688,0.010752688,0.010752688,0.010752688,0.010752688,0.010752688,0.010752688,0.010752688,0.010752688,0.010752688,0.010752688,0.010752688,0.010752688,0.010752688,0,0,0,1,0.010752688,0.010752688,0.010752688,0.021505376,0.010752688,0.010752688,0.053763441,0,0,0,0,0,0.021505376,0.010752688,0.021505376,0.010752688,0.010752688,0.010752688,0.021505376,0.021505376,0.021505376,0.010752688,0.010752688,0,0.010752688,0.021505376,0.021505376,0.010752688,0.010752688,0.021505376,0.010752688,0.010752688,0.010752688,0.053763441,0.010752688,0.010752688,0.010752688,0.010752688,0.021505376,0.021505376,0.010752688,0.010752688,0.010752688,0.010752688,0.010752688,0.010752688,0.010752688,0.010752688,0.053763441,0.010752688,0,0
3847,586,1,150,0.013333333,0.04,0.053333333,0.053333333,0.026666667,0.04,0.013333333,0.026666667,0.013333333,0.026666667,0.013333333,0.013333333,0.013333333,0.026666667,0.08,0.026666667,0.026666667,0.053333333,0.04,0.026666667,0.026666667,2,0.04,0.026666667,0.04,0.026666667,0.04,0.026666667,0.08,0.013333333,0.013333333,0.013333333,0.013333333,0.013333333,0.053333333,0.04,0.066666667,0.053333333,0.013333333,0.013333333,0.013333333,0.04,0.013333333,0.026666667,0.053333333,0.013333333,0.013333333,0.013333333,0.04,0.013333333,0.013333333,0.026666667,0.013333333,0.026666667,0.013333333,0.08,0.013333333,0.026666667,0.026666667,0,0.013333333,0.026666667,0.013333333,0.013333333,0.013333333,0.026666667,0.013333333,0.026666667,0.013333333,0.026666667,0.08,0,0.013333333,0
3847,609,0,71,0.112676056,0.225352113,0.169014085,0.056338028,0.056338028,0.056338028,0.056338028,0.056338028,0.056338028,0.056338028,0,0,0,0.056338028,0.169014085,0.056338028,0.056338028,0.056338028,0.056338028,0,0,4,0.056338028,0,0.056338028,0.056338028,0.112676056,0.112676056,0.112676056,0,0,0,0,0,0.056338028,0,0.056338028,0,0.056338028,0.056338028,0.056338028,0.056338028,0.056338028,0.056338028,0.056338028,0,0.056338028,0.056338028,0.112676056,0.056338028,0.056338028,0.056338028,0.056338028,0.056338028,0.056338028,0.169014085,0.056338028,0.056338028,0.056338028,0,0.056338028,0.056338028,0.056338028,0.056338028,0.056338028,0.112676056,0.056338028,0.056338028,0.056338028,0.056338028,0.112676056,0,0,0
3848,587,1,123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,undefined,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3848,610,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3849,595,1,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3849,610,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3850,580,1,109,0.091743119,0.04587156,0.458715596,0.04587156,0.04587156,0.183486239,0.229357798,0.229357798,0.321100917,0.137614679,0.04587156,0.183486239,0.04587156,0,0.04587156,0.04587156,0.04587156,0.04587156,0.137614679,0.229357798,0.04587156,5,0.04587156,0,0.04587156,0.229357798,0.04587156,0,0.183486239,0.04587156,0.04587156,0.04587156,0,0,0,0,0,0,0,0,0,0.137614679,0,0.137614679,0.137614679,0.04587156,0,0.137614679,0.091743119,0,0,0.091743119,0,0.183486239,0.04587156,0.275229358,0,0,0,0.091743119,0,0,0,0,0,0.04587156,0,0.04587156,0,0.04587156,0.091743119,0.04587156,0,0
3850,582,0,186,0.02688172,0.241935484,0.161290323,0.053763441,0.053763441,0.080645161,0.053763441,0.107526882,0.080645161,0.053763441,0.02688172,0.02688172,0.02688172,0.053763441,0.080645161,0.053763441,0.080645161,0.107526882,0.080645161,0.080645161,0.080645161,5,0.02688172,0.02688172,0.053763441,0.053763441,0.02688172,0.02688172,0.268817204,0.02688172,0.053763441,0.02688172,0.02688172,0.02688172,0.134408602,0.080645161,0.080645161,0.02688172,0.053763441,0.053763441,0.053763441,0.107526882,0.080645161,0.241935484,0.134408602,0.02688172,0.080645161,0.107526882,0.161290323,0.080645161,0.053763441,0.107526882,0.053763441,0.107526882,0.053763441,0.188172043,0.053763441,0.053763441,0.053763441,0.02688172,0.053763441,0.053763441,0.02688172,0.053763441,0.02688172,0.02688172,0.02688172,0.02688172,0.02688172,0.02688172,0.080645161,0.02688172,0.02688172,0
3851,595,1,42,0.047619048,0.047619048,0.047619048,0.023809524,0.023809524,0.023809524,0.023809524,0.023809524,0.023809524,0.023809524,0.023809524,0.047619048,0.023809524,0,0.047619048,0.047619048,0.023809524,0.023809524,0.047619048,0.023809524,0.023809524,1,0,0,0.023809524,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023809524,0,0.023809524,0.023809524,0,0,0.023809524,0.023809524,0,0,0.023809524,0,0.023809524,0.023809524,0.023809524,0,0,0,0,0,0.023809524,0,0,0,0.023809524,0,0,0,0,0,0.023809524,0,0
3851,610,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3855,580,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3855,582,0,214,0.023364486,0.210280374,0.163551402,0.046728972,0.046728972,0.070093458,0.093457944,0.140186916,0.070093458,0.070093458,0.023364486,0.070093458,0.023364486,0.046728972,0.257009346,0.11682243,0.093457944,0.093457944,0.163551402,0.163551402,0.093457944,5,0.070093458,0,0.070093458,0.093457944,0.046728972,0,0.210280374,0.046728972,0.023364486,0.046728972,0,0.023364486,0.070093458,0.023364486,0.046728972,0.023364486,0.046728972,0.046728972,0.046728972,0.140186916,0.046728972,0.186915888,0.210280374,0,0.070093458,0.093457944,0.11682243,0,0.023364486,0.070093458,0.023364486,0.11682243,0.11682243,0.163551402,0,0.023364486,0.023364486,0.046728972,0.046728972,0.070093458,0.023364486,0.046728972,0.023364486,0.046728972,0,0.046728972,0,0.023364486,0.140186916,0.046728972,0,0
3857,580,1,220,0.013636364,0.095454545,0.136363636,0.040909091,0.040909091,0.040909091,0.027272727,0.027272727,0.027272727,0.027272727,0.013636364,0.027272727,0.027272727,0.027272727,0.068181818,0.081818182,0.054545455,0.122727273,0.068181818,0.109090909,0.122727273,3,0.040909091,0.027272727,0.027272727,0.068181818,0.013636364,0.013636364,0.272727273,0.040909091,0.027272727,0.040909091,0.040909091,0.040909091,0,0,0.013636364,0,0.013636364,0,0,0.054545455,0.013636364,0.095454545,0.040909091,0.013636364,0.054545455,0.027272727,0.081818182,0.027272727,0.027272727,0.040909091,0.013636364,0.068181818,0.068181818,0.177272727,0.013636364,0.027272727,0.027272727,0.068181818,0,0.013636364,0.013636364,0,0,0.027272727,0,0.013636364,0,0.013636364,0.027272727,0.027272727,0.040909091,0
3857,582,0,18,0.277777778,0,0.277777778,0,0,0,0.277777778,0.555555556,0.277777778,0.277777778,0,0,0,0,0,0,0,0,0,0.277777778,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555555556,0,0.555555556,0.833333333,0,0,0,0.277777778,0.277777778,0,0.277777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3858,587,1,76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,undefined,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3858,610,0,58,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,3,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0,0,0,0,0.051724138,0.051724138,0.051724138,0.051724138,0,0,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0,0.051724138,0.051724138,0.051724138,0,0,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0,0,0,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0.051724138,0,0,0
3859,596,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3859,611,0,148,0.081081081,0.060810811,0.101351351,0.040540541,0.02027027,0.060810811,0.040540541,0.040540541,0.040540541,0.060810811,0.040540541,0.040540541,0,0.040540541,0.060810811,0.040540541,0.060810811,0.081081081,0.060810811,0.101351351,0.040540541,3,0.060810811,0.02027027,0.101351351,0.081081081,0.060810811,0.02027027,0.121621622,0.02027027,0.02027027,0,0,0,0,0,0,0,0,0,0,0.101351351,0.02027027,0.121621622,0.121621622,0.02027027,0.02027027,0.081081081,0.141891892,0.040540541,0.040540541,0.081081081,0.040540541,0.040540541,0.060810811,0.101351351,0.02027027,0.02027027,0.02027027,0.02027027,0,0,0,0,0,0.040540541,0.040540541,0.040540541,0.02027027,0.040540541,0.060810811,0.02027027,0,0
3861,596,1,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3861,611,0,113,0.026548673,0.026548673,0.10619469,0.026548673,0.026548673,0.132743363,0.053097345,0.053097345,0.053097345,0.026548673,0.026548673,0.053097345,0.026548673,0.026548673,0.026548673,0.053097345,0.10619469,0.053097345,0.053097345,0.026548673,0.026548673,3,0.079646018,0.053097345,0.026548673,0.079646018,0.053097345,0.026548673,0.026548673,0,0,0,0,0,0.026548673,0,0.026548673,0,0.026548673,0.026548673,0.079646018,0.079646018,0.053097345,0.079646018,0.026548673,0,0.026548673,0.026548673,0.132743363,0.053097345,0.026548673,0.026548673,0.026548673,0.026548673,0.026548673,0.265486726,0.026548673,0.053097345,0.079646018,0.053097345,0.053097345,0.026548673,0,0.026548673,0.026548673,0.026548673,0.026548673,0.026548673,0.026548673,0.026548673,0.079646018,0.026548673,0,0
3862,596,1,109,0.009174312,0.018348624,0.027522936,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.018348624,0.018348624,0.027522936,0.009174312,0.027522936,0.027522936,0.027522936,1,0.009174312,0.009174312,0.009174312,0.009174312,0.018348624,0.009174312,0.064220183,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0,0.009174312,0.009174312,0.009174312,0.027522936,0.018348624,0.027522936,0.009174312,0.009174312,0.009174312,0.027522936,0.055045872,0.027522936,0.009174312,0.027522936,0.009174312,0.009174312,0.009174312,0.04587156,0.018348624,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0.009174312,0,0,0,0.009174312,0
3862,611,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3863,596,1,142,0.049295775,0.197183099,0.197183099,0.098591549,0.098591549,0.098591549,0.049295775,0.049295775,0.049295775,0.098591549,0.049295775,0.049295775,0.098591549,0.049295775,0.147887324,0.049295775,0.147887324,0.197183099,0.049295775,0.098591549,0.147887324,7,0.098591549,0.049295775,0.049295775,0.098591549,0.197183099,0.147887324,0.443661972,0,0,0,0,0,0.098591549,0.049295775,0.098591549,0.049295775,0.049295775,0.049295775,0.049295775,0.098591549,0.049295775,0.098591549,0.049295775,0,0.049295775,0.049295775,0.295774648,0.147887324,0.098591549,0.197183099,0.098591549,0.295774648,0.098591549,0.492957746,0.098591549,0.098591549,0.098591549,0.098591549,0.049295775,0.098591549,0.049295775,0.098591549,0.049295775,0.098591549,0.049295775,0.098591549,0.049295775,0.049295775,0.147887324,0.049295775,0,0
3863,611,0,113,0.026548673,0.053097345,0.132743363,0.026548673,0.026548673,0.026548673,0.026548673,0.053097345,0.026548673,0.026548673,0.026548673,0.026548673,0.026548673,0.026548673,0.026548673,0.026548673,0.026548673,0.026548673,0.053097345,0.026548673,0.10619469,3,0.053097345,0.026548673,0.026548673,0.026548673,0.026548673,0.026548673,0.10619469,0,0,0,0,0,0.079646018,0.026548673,0.026548673,0,0.026548673,0.026548673,0.026548673,0.079646018,0.026548673,0.159292035,0.026548673,0.026548673,0.026548673,0.185840708,0.079646018,0.026548673,0.026548673,0.079646018,0.026548673,0.026548673,0.026548673,0.238938053,0.053097345,0.053097345,0.053097345,0.026548673,0.026548673,0.053097345,0.026548673,0.053097345,0.026548673,0.053097345,0.026548673,0.053097345,0.026548673,0.026548673,0.053097345,0,0,0
3864,596,1,76,0.052631579,0.078947368,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0,0.026315789,0,0,0.078947368,0.052631579,0.052631579,0.026315789,0.131578947,0.131578947,0,2,0.026315789,0,0,0.026315789,0.026315789,0,0.078947368,0,0.026315789,0,0,0,0.052631579,0.026315789,0.026315789,0.026315789,0,0.026315789,0.026315789,0.026315789,0,0.026315789,0.105263158,0,0,0.026315789,0.026315789,0,0,0.026315789,0,0.026315789,0.026315789,0.078947368,0.026315789,0.026315789,0,0.026315789,0,0.052631579,0.026315789,0.026315789,0,0.052631579,0.026315789,0.026315789,0,0.026315789,0.052631579,0.026315789,0.026315789,0
3864,611,0,50,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.5,0.4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.1,0.1,0.1,0.1,0,0,0,0,0,0.2,0.1,0.1,0.1,0,0.3,0,0,0
3866,596,1,60,0.016666667,0.016666667,0.033333333,0.033333333,0.033333333,0.016666667,0.016666667,0.033333333,0.016666667,0.033333333,0.016666667,0.033333333,0.016666667,0,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.033333333,1,0,0,0,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0.016666667,0.033333333,0.016666667,0.016666667,0.016666667,0.016666667,0.083333333,0,0,0.033333333,0.016666667,0.016666667,0.016666667,0.066666667,0.016666667,0.016666667,0.016666667,0.016666667,0,0,0,0,0,0.033333333,0.016666667,0,0,0,0,0.016666667,0,0
3866,611,0,50,0.06,0.06,0.06,0.06,0,0.06,0.12,0.06,0.06,0.06,0,0,0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,3,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.06,0.12,0.06,0.06,0.06,0,0.06,0.06,0.06,0.06,0,0,0.06,0.12,0.06,0.06,0.06,0,0.06,0,0.12,0,0.06,0,0.06,0.06,0.06,0,0.06,0,0,0,0.06,0.06,0,0.24,0,0,0
3867,580,1,139,0.007194245,0.028776978,0.014388489,0.007194245,0.007194245,0.007194245,0.007194245,0.007194245,0.007194245,0,0.007194245,0.007194245,0.007194245,0.007194245,0.035971223,0.021582734,0.014388489,0.014388489,0.035971223,0.050359712,0.021582734,1,0.028776978,0.014388489,0.021582734,0.035971223,0.028776978,0.007194245,0.079136691,0.014388489,0.014388489,0.007194245,0.007194245,0.007194245,0.014388489,0,0.035971223,0.014388489,0.007194245,0,0,0.021582734,0.007194245,0.021582734,0.021582734,0,0.007194245,0.014388489,0.028776978,0.007194245,0.007194245,0.028776978,0.014388489,0.028776978,0.021582734,0.021582734,0,0,0,0.014388489,0.007194245,0,0,0,0,0.014388489,0,0.021582734,0,0.007194245,0.021582734,0,0.007194245,0
3867,582,0,110,0.009090909,0.045454545,0.018181818,0,0,0,0,0,0,0,0,0.009090909,0,0.009090909,0.109090909,0.018181818,0.018181818,0.045454545,0,0.027272727,0,1,0.009090909,0,0.009090909,0.018181818,0.018181818,0,0.045454545,0.009090909,0.009090909,0,0.009090909,0,0,0,0.054545455,0.018181818,0,0.009090909,0.027272727,0.027272727,0,0.027272727,0.036363636,0,0,0.009090909,0.027272727,0.009090909,0,0.018181818,0,0.054545455,0.018181818,0.109090909,0.009090909,0,0,0.045454545,0,0,0,0,0,0.009090909,0,0.009090909,0,0.009090909,0.018181818,0.009090909,0.009090909,0
3870,596,1,274,0.00729927,0.058394161,0.080291971,0.02189781,0.02189781,0.02189781,0.03649635,0.04379562,0.03649635,0.02919708,0.02919708,0.04379562,0.01459854,0.00729927,0.051094891,0.02919708,0.04379562,0.02919708,0.058394161,0.058394161,0.065693431,2,0.04379562,0.02919708,0.02919708,0.02919708,0.02189781,0.01459854,0.080291971,0.01459854,0.01459854,0,0.00729927,0,0.02919708,0.01459854,0.051094891,0.02919708,0.02189781,0.02919708,0.02189781,0.04379562,0.02189781,0.04379562,0.058394161,0.00729927,0.01459854,0.02919708,0.02189781,0,0,0.02919708,0.01459854,0.02919708,0.01459854,0.065693431,0.00729927,0.01459854,0.01459854,0.02189781,0.01459854,0.02919708,0.01459854,0.02919708,0.00729927,0.03649635,0.02189781,0.02919708,0.02189781,0.02189781,0.03649635,0.00729927,0.00729927,0
3870,611,0,62,0.048387097,0,0.193548387,0,0,0,0,0,0,0,0.048387097,0.14516129,0,0,0,0,0,0,0.193548387,0.290322581,0.048387097,3,0,0,0,0,0,0,0.14516129,0,0,0,0,0,0.193548387,0.096774194,0.14516129,0.096774194,0.096774194,0.483870968,0.14516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048387097,0,0,0,0,0,0.096774194,0.14516129,0.048387097,0.193548387,0.096774194,0,0,0,0,0,0,0,0,0
